structural_type,construction_material,fire_load_type,wall_thickness,height_floors,temperature,wind,humidity,area_m2,paint,room_number,room_occupants,fire_resistance
Timber Structures,Steel,Commercial,1,16,32.97565806547651,1.2327438861203854,52.677467370242375,622,Standard Paint,94,25,5.9
Timber Structures,Concrete,Commercial,2,41,28.29740511113901,2.4494055437271074,77.15095976976991,1378,Fire Resistant Paint,84,42,4.6
Sandstone,Concrete,Residential,1,3,13.978774000041563,5.456521617441067,63.14338463888899,1954,Fire Resistant Paint,10,9,3.5
Sandstone,Steel,Residential,2,6,18.19974191988137,5.018431765396702,41.784332677041554,420,Fire Resistant Paint,8,8,4.4
Sandstone,Concrete,Residential,1,1,33.33402073921133,9.557762715760463,71.04503630001636,1869,Fire Resistant Paint,5,3,3.1
Reinforced Concrete Structures,Timber,Commercial,2,42,14.085902960070692,7.896418074624583,72.0595767869044,1486,Fire Resistant Paint,98,22,2.4
Reinforced Concrete Structures,Timber,Residential,2,1,24.887405679611533,2.587773044535492,46.29269864379377,382,Standard Paint,9,2,2.5
Sandstone,Timber,Residential,2,1,17.64512603010505,5.256336893176364,42.40157969675878,1422,Standard Paint,7,7,3.0
Sandstone,Steel,Residential,2,5,29.094075514082885,1.3625390633597536,61.992789409589605,1266,Fire Resistant Paint,9,10,1.8
Masonry Structures,Concrete,Residential,2,5,31.616212223586913,4.5616908893781325,40.18652049701007,1562,Fire Resistant Paint,9,3,2.8
Masonry Structures,Timber,Commercial,1,31,27.532074043287665,4.316329676819205,88.8593847461741,1378,Fire Resistant Paint,91,44,1.9
Reinforced Concrete Structures,Concrete,Commercial,1,26,10.003903994370688,7.270039884831145,48.22717002973291,332,Standard Paint,58,47,3.4
Reinforced Concrete Structures,Steel,Commercial,2,26,12.556333039299894,1.2775510933023644,65.99813804402311,507,Fire Resistant Paint,81,22,1.7
Sandstone,Concrete,Residential,2,3,13.60059156300721,4.717999283140878,55.88674014307189,301,Fire Resistant Paint,4,1,2.0
Timber Structures,Timber,Commercial,1,47,20.70400956298505,5.816298722428154,81.37867383103809,1216,Standard Paint,63,25,3.5
Timber Structures,Steel,Residential,2,4,28.2550648869054,6.874992661269737,51.882764102458296,1992,Fire Resistant Paint,8,6,5.8
Timber Structures,Steel,Residential,1,5,21.802880848760772,7.307749642492748,71.00656173217595,184,Standard Paint,8,8,2.2
Brick,Concrete,Residential,2,5,19.487563635665946,6.2791546006092585,84.32216460367799,958,Fire Resistant Paint,10,7,6.5
Timber Structures,Timber,Commercial,2,46,32.705193944005984,4.727453793206795,79.40724681507683,1999,Fire Resistant Paint,86,20,6.8
Timber Structures,Steel,Commercial,1,16,25.982576186991086,7.817731666377242,52.769442920935624,1858,Fire Resistant Paint,88,11,2.8
Masonry Structures,Concrete,Commercial,1,33,12.4257261144021,4.630804581814337,61.34582047733852,1910,Fire Resistant Paint,57,39,2.7
Reinforced Concrete Structures,Timber,Residential,1,1,30.017242207517697,1.7264429669314025,58.1632034050445,1162,Standard Paint,1,5,2.3
Sandstone,Steel,Residential,1,6,22.647393337770957,6.925173676342144,55.66960715530204,1739,Standard Paint,6,7,3.6
Timber Structures,Timber,Residential,2,3,19.11981921668631,3.333105038679827,88.37428052896152,1651,Fire Resistant Paint,6,6,3.3
Sandstone,Steel,Commercial,1,26,11.375327025649295,7.553507863573309,56.511059769573336,1086,Standard Paint,69,34,4.0
Masonry Structures,Timber,Residential,2,4,15.47432332673263,2.3243037311124417,56.01754944834212,828,Fire Resistant Paint,8,6,4.5
Reinforced Concrete Structures,Timber,Residential,1,3,27.139798964917773,4.444725427681734,45.93810531704885,1001,Fire Resistant Paint,8,5,3.9
Reinforced Concrete Structures,Concrete,Residential,2,4,13.556922013617767,8.326473111506223,71.27928348270302,251,Fire Resistant Paint,9,9,4.1
Reinforced Concrete Structures,Timber,Residential,1,6,13.081068391365724,6.534291034848122,79.81628116455413,1398,Fire Resistant Paint,9,9,6.1
Timber Structures,Steel,Residential,1,4,19.504411914606486,3.478069978130801,66.93938171619055,1570,Standard Paint,5,7,4.0
Reinforced Concrete Structures,Concrete,Commercial,2,50,17.397427779935057,8.086618569631664,57.74377010261485,1577,Standard Paint,87,38,2.2
Sandstone,Steel,Residential,1,4,30.62224518403625,7.255013822000519,86.99427136808387,1094,Fire Resistant Paint,5,10,1.7
Timber Structures,Steel,Residential,2,1,26.5350393517737,3.5574644903164265,77.21451544404326,139,Standard Paint,10,9,3.4
Brick,Timber,Commercial,2,9,32.22045613530368,9.196680280406117,51.97320014257848,959,Fire Resistant Paint,29,50,4.1
Masonry Structures,Steel,Commercial,2,37,21.793384125139852,9.043344345614186,83.97692338958322,744,Fire Resistant Paint,51,31,1.4
Reinforced Concrete Structures,Steel,Commercial,1,48,32.27011475420081,4.393167485662055,42.75384057176137,669,Standard Paint,95,36,2.6
Brick,Concrete,Commercial,1,19,29.290117414455107,7.936033920785513,47.47025522814799,223,Standard Paint,52,42,4.9
Reinforced Concrete Structures,Steel,Commercial,1,9,13.498421316894332,4.21675412663865,85.68648337483224,1266,Fire Resistant Paint,98,20,1.5
Reinforced Concrete Structures,Steel,Commercial,2,19,10.263180011394148,6.1312744225281826,67.79072023977136,481,Standard Paint,74,35,5.0
Masonry Structures,Steel,Commercial,1,37,21.598598168568934,5.762517850584934,45.023588429947836,1073,Standard Paint,73,28,5.7
Sandstone,Steel,Residential,1,5,21.870514888911558,6.642019510277292,77.59329877336879,426,Standard Paint,6,8,4.2
Brick,Timber,Residential,1,1,30.016054622272055,8.035664306718777,68.80065373909522,404,Standard Paint,6,7,2.4
Brick,Timber,Residential,2,2,29.125368709115588,9.46015264066409,80.72150494596802,1185,Standard Paint,9,6,4.4
Reinforced Concrete Structures,Concrete,Commercial,1,31,32.518020958306096,4.842949239992411,87.65330269319976,1118,Fire Resistant Paint,70,13,4.0
Brick,Steel,Commercial,1,37,18.912683071909925,9.449196457951626,63.58578786114302,1559,Standard Paint,72,39,8.4
Masonry Structures,Steel,Commercial,2,30,32.455110484387916,2.3054801273140066,77.54458389930366,1674,Fire Resistant Paint,49,10,5.0
Masonry Structures,Steel,Residential,2,3,30.748839219456396,4.545503491088693,83.70883394719502,1097,Fire Resistant Paint,8,6,2.9
Timber Structures,Steel,Residential,2,6,11.224667017400593,2.0473877762387582,45.33750709606539,553,Fire Resistant Paint,9,4,6.1
Brick,Timber,Residential,1,6,20.808376069614383,6.212351536674664,57.236604095226895,1488,Standard Paint,7,1,4.6
Brick,Timber,Commercial,1,26,24.348111682875874,5.573612991276071,86.68018746186743,1628,Fire Resistant Paint,39,16,2.4
Sandstone,Timber,Residential,2,4,13.689544389293061,9.060734305107777,52.24766493617534,847,Standard Paint,9,6,1.4
Masonry Structures,Concrete,Commercial,2,29,21.063822031717496,2.0579539920881014,59.8367364766077,1345,Standard Paint,80,22,3.3
Sandstone,Steel,Residential,1,4,19.141293038945616,7.818951528871132,49.03549817177499,215,Fire Resistant Paint,9,6,5.3
Sandstone,Timber,Residential,1,4,14.03073355579648,2.1824411045595076,53.53089350418088,499,Standard Paint,9,9,4.7
Sandstone,Timber,Residential,2,2,25.77700502116102,6.766993263716307,76.4006950957777,713,Fire Resistant Paint,6,3,3.6
Sandstone,Timber,Residential,1,6,10.359878099346652,2.9879077780340113,64.362469623697,1748,Standard Paint,10,7,3.3
Brick,Steel,Commercial,1,19,28.1697707797739,2.9102972582881135,61.323892847059184,1667,Standard Paint,60,39,1.5
Brick,Timber,Residential,2,6,22.635187134516965,7.537759344748386,49.99107251882755,1011,Fire Resistant Paint,9,5,1.5
Reinforced Concrete Structures,Steel,Residential,1,2,29.667148817734116,9.948629192763287,56.196718084506905,1464,Fire Resistant Paint,7,9,3.9
Sandstone,Timber,Commercial,2,12,10.26604810125833,3.3852009734679624,89.86820873600547,1039,Standard Paint,37,13,4.7
Brick,Steel,Residential,2,2,13.738677193010517,2.6136569176689646,85.05211954105536,1684,Standard Paint,9,2,5.8
Timber Structures,Timber,Commercial,2,38,24.3227836742953,5.207654257565365,71.41859762963041,963,Fire Resistant Paint,86,45,7.5
Masonry Structures,Steel,Commercial,2,37,10.966832401952319,6.231786219534541,48.995368394994316,1465,Fire Resistant Paint,64,47,5.1
Brick,Timber,Commercial,2,41,34.65944711850729,6.375835594793424,46.792983454346356,162,Fire Resistant Paint,92,43,2.5
Timber Structures,Steel,Residential,2,3,13.412783201495756,3.8806106128939284,85.848964640192,723,Fire Resistant Paint,8,10,1.4
Masonry Structures,Concrete,Commercial,1,36,20.658963742149517,8.095475005320342,44.41724162774448,1034,Standard Paint,86,24,4.7
Reinforced Concrete Structures,Concrete,Residential,1,1,15.247080970039598,9.887684380243492,57.62421376308008,947,Standard Paint,10,1,1.7
Timber Structures,Concrete,Commercial,1,9,23.556371151145857,7.396171211188056,51.310039802549994,1398,Standard Paint,46,16,2.0
Reinforced Concrete Structures,Timber,Commercial,2,29,17.789372880843626,9.702418536397682,61.774883387384065,154,Fire Resistant Paint,72,27,1.8
Timber Structures,Timber,Commercial,2,30,29.980931942831194,3.3108610180249185,40.370508392227826,1708,Fire Resistant Paint,89,35,5.8
Reinforced Concrete Structures,Steel,Commercial,2,34,13.260022020008392,5.079122164512479,52.83851669677501,1343,Fire Resistant Paint,63,46,2.3
Brick,Steel,Residential,1,2,15.488337096052302,2.5422023709945742,41.3451387847194,840,Fire Resistant Paint,7,8,2.5
Sandstone,Concrete,Residential,2,6,25.037715843486414,6.158003486598681,70.28174189359586,1944,Fire Resistant Paint,11,3,1.2
Brick,Steel,Commercial,1,22,27.616724124099527,7.852602956683517,43.12774048129027,1614,Standard Paint,37,39,3.2
Brick,Steel,Commercial,2,13,23.728860002936244,8.16375194156458,47.36227168502236,1253,Fire Resistant Paint,61,28,3.3
Reinforced Concrete Structures,Steel,Commercial,2,32,28.22000557927716,5.6818449300976885,64.12731958817827,427,Standard Paint,96,38,2.7
Sandstone,Steel,Residential,2,6,21.993533363501058,1.4084058054337274,70.58058296856203,734,Standard Paint,8,4,7.4
Reinforced Concrete Structures,Timber,Commercial,1,42,27.301286032026606,2.560540386757062,41.7424865087545,906,Standard Paint,55,18,4.5
Masonry Structures,Concrete,Commercial,2,15,20.344146820994176,1.971826364003432,87.28923154065276,635,Standard Paint,85,19,1.6
Brick,Timber,Residential,1,4,33.97830619704712,1.9867506528834578,51.75108089810863,640,Standard Paint,9,8,2.1
Masonry Structures,Timber,Commercial,2,48,28.288500422898505,7.329262783811479,50.84546811391809,1582,Standard Paint,100,49,3.3
Masonry Structures,Concrete,Commercial,1,15,20.69847851449984,1.9180669895355726,52.69979940790672,1008,Fire Resistant Paint,55,14,3.5
Masonry Structures,Steel,Commercial,2,49,13.036593368617698,3.3418955866532007,78.34430539416795,1367,Fire Resistant Paint,87,18,2.1
Reinforced Concrete Structures,Steel,Residential,1,5,13.832240230234577,3.445079993166323,62.9902721150983,156,Fire Resistant Paint,7,3,5.0
Masonry Structures,Timber,Residential,1,5,12.934799666666937,2.396573648704559,59.19732155330965,1549,Standard Paint,10,10,2.7
Reinforced Concrete Structures,Concrete,Commercial,2,21,23.720671529365063,4.030563233139464,82.71676829747544,1374,Fire Resistant Paint,50,50,5.5
Reinforced Concrete Structures,Steel,Commercial,2,46,32.64767513492629,2.607731821267302,50.5040200718871,1299,Standard Paint,57,30,2.8
Sandstone,Timber,Commercial,2,7,16.02858134294962,5.857784439878735,59.08643447117046,1561,Standard Paint,55,32,3.9
Masonry Structures,Steel,Residential,2,4,27.9920369020577,6.249463530062466,62.94004429947213,1584,Fire Resistant Paint,7,8,3.7
Timber Structures,Steel,Commercial,2,12,20.916868523750672,9.28311121020244,57.39665532840624,347,Standard Paint,37,38,4.2
Masonry Structures,Steel,Commercial,1,14,19.43088582549389,1.1941857729503398,89.82047443825599,904,Fire Resistant Paint,42,44,3.3
Reinforced Concrete Structures,Steel,Commercial,1,47,15.411718621183612,3.109307560825761,66.69193585467755,1640,Standard Paint,75,34,1.1
Sandstone,Concrete,Commercial,2,36,22.337713706516567,3.1985325229921107,57.79191682518265,439,Fire Resistant Paint,64,37,4.7
Sandstone,Concrete,Commercial,1,30,30.12156917467209,7.758874811836051,51.685455859491945,713,Fire Resistant Paint,74,46,4.5
Timber Structures,Concrete,Commercial,1,8,13.755922163848616,9.095204245461472,71.71492891894506,1977,Fire Resistant Paint,94,10,5.9
Masonry Structures,Steel,Residential,2,5,32.98263562173223,5.596143246947959,41.855267691837724,1043,Fire Resistant Paint,10,4,7.3
Brick,Concrete,Commercial,1,21,30.80578720289878,5.090222721834798,50.797817790502904,1629,Standard Paint,96,28,4.6
Reinforced Concrete Structures,Concrete,Residential,2,1,21.769593955259722,1.3977862981811966,77.54939658610121,519,Fire Resistant Paint,10,9,6.2
Sandstone,Steel,Commercial,1,43,11.156056431132447,4.380909744324268,68.7367182759894,1759,Standard Paint,81,19,3.0
Masonry Structures,Concrete,Residential,1,6,21.898697405641684,4.64743131579926,56.83932325219514,1349,Standard Paint,7,9,2.7
Timber Structures,Timber,Residential,2,5,24.76998229194092,1.9678854693152845,70.98072797667334,1528,Fire Resistant Paint,7,3,5.2
Brick,Concrete,Commercial,2,32,34.24677818105161,5.724351414535346,55.96700581950532,451,Fire Resistant Paint,70,44,3.4
Brick,Timber,Residential,2,4,13.956141822364199,3.3575554707994604,48.06637871239111,976,Fire Resistant Paint,6,9,2.0
Masonry Structures,Timber,Commercial,1,36,10.760444761997176,8.331482366494168,71.17035358794062,1104,Standard Paint,98,19,4.6
Brick,Concrete,Residential,1,4,17.00639341218162,4.8958101349672845,74.6641842946419,778,Standard Paint,10,10,6.7
Timber Structures,Timber,Residential,2,3,33.43287384824558,7.872628738169392,48.525984111555275,1643,Standard Paint,8,3,4.7
Masonry Structures,Steel,Residential,1,2,18.600790018521813,6.244841410327203,77.4609298179991,1516,Fire Resistant Paint,5,10,3.7
Timber Structures,Concrete,Residential,2,3,21.19625695941418,1.959475796295914,52.09592551176759,1947,Fire Resistant Paint,8,10,3.2
Brick,Timber,Commercial,2,7,20.65885965068978,6.166011743251482,42.47428886996835,380,Fire Resistant Paint,57,24,3.0
Timber Structures,Timber,Commercial,1,10,24.99547411385437,7.502663002873739,73.24286656641905,1098,Fire Resistant Paint,56,39,3.0
Sandstone,Concrete,Commercial,2,38,32.008613181940106,4.734752033080822,58.8750756163128,558,Fire Resistant Paint,59,16,1.8
Reinforced Concrete Structures,Steel,Residential,2,1,10.547249469553549,6.9305598957155965,47.20992160366997,1375,Fire Resistant Paint,6,7,3.7
Reinforced Concrete Structures,Concrete,Residential,2,5,27.502060106677,2.065502364396828,71.91476413786887,665,Standard Paint,8,10,2.0
Timber Structures,Timber,Residential,1,5,26.20134771277615,6.847760946450952,55.89532831512539,859,Standard Paint,9,10,1.9
Brick,Timber,Commercial,1,37,24.172698581397555,5.487375115056764,57.09074683575339,566,Fire Resistant Paint,56,19,2.2
Timber Structures,Timber,Residential,1,1,10.058971466526803,1.2476146983047438,44.54859536201314,1580,Fire Resistant Paint,5,10,2.8
Timber Structures,Concrete,Commercial,2,25,34.58357559484346,5.92636735916224,77.88686777611127,113,Standard Paint,54,17,6.7
Timber Structures,Steel,Residential,1,5,31.037608615522814,4.598206322265376,80.75453048208752,1891,Fire Resistant Paint,7,5,5.4
Sandstone,Concrete,Commercial,2,38,25.20922103252171,2.8446198027943606,57.815880606715346,142,Fire Resistant Paint,96,22,3.7
Masonry Structures,Steel,Residential,1,3,26.70989831491507,6.472004264913198,58.21694993231578,265,Fire Resistant Paint,7,1,1.9
Brick,Concrete,Commercial,1,38,26.252219281838798,1.3144971562903842,87.7121281382804,780,Fire Resistant Paint,81,34,2.1
Masonry Structures,Timber,Commercial,1,38,28.990807091864696,6.280234752296411,69.57426315157258,923,Standard Paint,77,29,4.5
Masonry Structures,Timber,Residential,1,5,15.381708203005331,2.143060866177748,42.244953378046766,1384,Standard Paint,8,2,2.0
Timber Structures,Timber,Residential,2,3,34.128869134538064,2.010571293637299,46.84446046075853,928,Standard Paint,8,7,2.7
Masonry Structures,Timber,Commercial,1,45,10.59815515962281,6.490064587447236,62.684825030717874,864,Standard Paint,88,23,4.5
Masonry Structures,Timber,Residential,1,3,25.659339654894442,2.241998176397494,53.13492740162896,1734,Standard Paint,9,6,3.7
Timber Structures,Concrete,Residential,2,2,14.164520976269266,1.9225034795424034,81.0545057671886,271,Fire Resistant Paint,7,7,3.5
Sandstone,Steel,Commercial,2,10,31.79850740681139,8.393328345006704,55.27347418989091,1550,Standard Paint,48,19,3.0
Masonry Structures,Timber,Residential,1,1,26.00517941372791,1.3429804593170271,55.27101992524673,690,Fire Resistant Paint,10,2,1.6
Reinforced Concrete Structures,Steel,Commercial,2,47,26.76918706374516,3.614142335009796,88.88881491048684,624,Fire Resistant Paint,72,24,5.0
Brick,Steel,Commercial,2,26,18.722563957516932,7.866967954263,80.6682202480766,718,Fire Resistant Paint,66,36,4.0
Masonry Structures,Concrete,Commercial,1,29,16.258740011347264,5.737859809890121,48.731504913734085,1524,Fire Resistant Paint,45,31,4.2
Brick,Timber,Commercial,2,19,28.73622104553893,9.036674484141068,53.60524921717229,1136,Fire Resistant Paint,57,37,2.3
Sandstone,Steel,Commercial,1,24,11.971571466243383,9.535222581810977,60.45172813750605,371,Standard Paint,72,40,1.7
Sandstone,Concrete,Commercial,2,19,21.803624290959593,8.464719874358803,67.261618113436,265,Fire Resistant Paint,95,26,2.4
Reinforced Concrete Structures,Steel,Commercial,1,49,29.60793108044428,6.084155819495826,62.13582611490968,427,Standard Paint,99,17,3.5
Sandstone,Timber,Commercial,1,46,25.4805639446763,8.809110344202287,85.10170848499698,758,Standard Paint,56,50,1.7
Timber Structures,Concrete,Commercial,2,39,26.13062924392771,8.356983700168325,54.2145228752768,1309,Standard Paint,56,10,2.6
Reinforced Concrete Structures,Concrete,Commercial,1,42,33.54986863587864,6.24364508931923,53.615283842366516,1792,Fire Resistant Paint,56,16,6.1
